화면명,화면경로,ID,사용,코드유형,ko,en,ja,zh-TW,zh-CN,es,vi,original ko,original en,original ja,original zh-TW,original zh-CN,original es,original vi,BE 에러코드,공통버튼(B),공통(C),10/22 Backup original ja
S_SHO_CO_DL,[User] SHOP > 체크아웃 > 배송지,S01293,사용,에러,1인당 최대 {{num}}개까지 구매할 수 있어요. 상품 삭제 후 다시 선택해주세요.,Limit {{num}} per person. Please choose a different product.,１人あたり最大{{num}}個までご購入いただけます。商品削除後にもう一度選択してください。,每人最多購買{{num}}個。請刪除商品後重新選擇。,每人最多购买{{num}}个。请删除商品后重新选择。,"Limitado a {{num}} por persona. Por favor, selecciona otro producto.",Bạn có thể mua tối đa {{num}} cái mỗi người. Vui lòng xóa sản phẩm và chọn lại.,1인당 최대 {{num}}개까지 구매할 수 있어요. 상품 삭제 후 다시 선택해주세요.,Limit {{num}} per person. Please choose a different product.,１人あたり最大{{num}}個までご購入いただけます。商品削除後にもう一度選択してください。,每人最多購買{{num}}個。請刪除商品後重新選擇。,每人最多购买{{num}}个。请删除商品后重新选择。,"Limitado a {{num}} por persona. Por favor, selecciona otro producto.",Bạn có thể mua tối đa {{num}} cái mỗi người. Vui lòng xóa sản phẩm và chọn lại.,,,,１人あたり最大{{num}}個までご購入いただけます。商品削除後にもう一度選択してください。
S_SHO_CO_DL,[User] SHOP > 체크아웃 > 배송지,S01294,사용,일반,세금식별번호(CPF)를 입력해주세요,Enter your CPF number,納税者番号(CPF)を入力してください。,請輸入稅號(CPF)。,请输入税号(CPF)。,Introduce tu número de CPF,Vui lòng nhập Mã số thuế (CPF) của bạn,세금식별번호(CPF)를 입력해주세요,Enter your CPF number,納税者番号(CPF)を入力してください。,請輸入稅號(CPF)。,请输入税号(CPF)。,Introduce tu número de CPF,Vui lòng nhập Mã số thuế (CPF) của bạn,,,,納税者番号(CPF)を入力してください。
S_SHO_CO_DL,[User] SHOP > 체크아웃 > 배송지,S01295,사용,일반,주민등록번호를 입력해주세요,Enter your Chinese ID card number,住民登録番号を入力してください。,請輸入居民身份證號。,请输入居民身份证号。,Introduce tu número de documento de identidad chino,Vui lòng nhập số căn cước công dân của bạn.,주민등록번호를 입력해주세요,Enter your Chinese ID card number,住民登録番号を入力してください。,請輸入居民身份證號。,请输入居民身份证号。,Introduce tu número de documento de identidad chino,Vui lòng nhập số căn cước công dân của bạn.,,,,住民登録番号を入力してください。
S_SHO_CO_DL,[User] SHOP > 체크아웃 > 배송지,S01296,사용,일반,해외 배송 상품은 관세청 통관을 위해 개인통관고유부호가 필요합니다.,International shipping requires a Personal Customs Clearance Code,海外配送商品は関税庁の通関のために、個人通関固有番号(PCCC)が必要です。,為了關稅廳的通關，海外配送商品需要個人海關代碼(PCCC)。,为了关税厅的通关，海外配送商品需要个人海关代码(PCCC)。,El envío internacional requiere un PCCC para los trámites de la aduana,"Để thông quan tại Cục Hải quan, các sản phẩm vận chuyển quốc tế yêu cầu mã thông quan cá nhân.",해외 배송 상품은 관세청 통관을 위해 개인통관고유부호가 필요합니다.,International shipping requires a Personal Customs Clearance Code,海外配送商品は関税庁の通関のために、個人通関固有番号(PCCC)が必要です。,為了關稅廳的通關，海外配送商品需要個人海關代碼(PCCC)。,为了关税厅的通关，海外配送商品需要个人海关代码(PCCC)。,El envío internacional requiere un PCCC para los trámites de la aduana,"Để thông quan tại Cục Hải quan, các sản phẩm vận chuyển quốc tế yêu cầu mã thông quan cá nhân.",,,,海外配送商品は関税庁の通関のために、個人通関固有番号(PCCC)が必要です。
S_SHO_CO_DL,[User] SHOP > 체크아웃 > 배송지,S01297,사용,일반,브라질로 발송하는 국제우편물의 통관을 위한 필수 정보예요.\n해당 국가 세관의 요청에 따라 수취인의 세금식별번호(CPF)를 정확하게 기재해주세요.,International shipping to Brazil requires recipient's CPF (Cadastro de Pessoas Físicas) number for customs clearance.\n Please be sure to enter it correctly.,ブラジルに発送する国際郵便の通関のための必須情報です。\nブラジル税関の要請に応じて、お受取人の納税者番号(CPF)を正確にご記入ください。,這是發往巴西的國際郵件通關的必要資訊。\n 請根據相關國家海關的要求，準確填寫收件人的稅號(CPF)。,这是发往巴西的国际邮件通关的必要信息。\n 请根据相关国家海关的要求，准确填写收件人的税号(CPF)。,Los envíos internacionales a Brasil requieren del número CPF (Cadastro de Pessoas Físicas) del destinatario para los trámites de aduanas.\nAsegúrate de introducirlo correctamente.,Đây là thông tin cần thiết để thông quan bưu phẩm quốc tế gửi đến Brazil. Vui lòng điền chính xác mã số thuế (CPF) của người nhận theo yêu cầu của Hải quan Brazil.,브라질로 발송하는 국제우편물의 통관을 위한 필수 정보예요.\n해당 국가 세관의 요청에 따라 수취인의 세금식별번호(CPF)를 정확하게 기재해주세요.,International shipping to Brazil requires recipient's CPF (Cadastro de Pessoas Físicas) number for customs clearance.\n Please be sure to enter it correctly.,ブラジルに発送する国際郵便の通関のための必須情報です。\nブラジル税関の要請に応じて、お受取人の納税者番号(CPF)を正確にご記入ください。,這是發往巴西的國際郵件通關的必要資訊。\n 請根據相關國家海關的要求，準確填寫收件人的稅號(CPF)。,这是发往巴西的国际邮件通关的必要信息。\n 请根据相关国家海关的要求，准确填写收件人的税号(CPF)。,Los envíos internacionales a Brasil requieren del número CPF (Cadastro de Pessoas Físicas) del destinatario para los trámites de aduanas.\nAsegúrate de introducirlo correctamente.,Đây là thông tin cần thiết để thông quan bưu phẩm quốc tế gửi đến Brazil. Vui lòng điền chính xác mã số thuế (CPF) của người nhận theo yêu cầu của Hải quan Brazil.,,,,ブラジルに発送する国際郵便の通関のための必須情報です。\nブラジル税関の要請に応じて、お受取人の納税者番号(CPF)を正確にご記入ください。
S_SHO_CO_DL,[User] SHOP > 체크아웃 > 배송지,S01298,사용,일반,중국으로 발송하는 국제우편물의 통관을 위한 필수 정보예요.\n해당 국가 세관의 요청에 따라 수취인의 납세자식별번호(Chinese ID card Number)를 정확하게 기재해주세요.,International shipping to China requires a Taxpayer Identification Number (Chinese ID card number) for customs clearance.\n Please be sure to enter it correctly.,中国に発送する国際郵便の通関のための必須情報です。\n中国税関の要請に応じて、お受取人の納税者識別番号(Chinese ID card Number)を正確に記入してください。,這是發往中國的國際郵件通關的必要資訊。\n 請根據相關國家海關的要求，準確填寫收件人的納稅人識別號(Chinese ID card Number)。,这是发往中国的国际邮件通关的必要信息。\n 请根据相关国家海关的要求，准确填写收件人的纳税人识别号(Chinese ID card Number)。,Los envíos internacionales a China requieren de un número de identificación del contribuyente (número de la tarjeta de identificación china) para los trámites de aduanas.\nAsegúrate de introducirlo correctamente.,Đây là thông tin bắt buộc để thông quan bưu phẩm quốc tế gửi đến Trung Quốc.\nVui lòng ghi chính xác Mã số thuế của người nhận (Số CMND Trung Quốc) theo yêu cầu của Hải quan nước này.,중국으로 발송하는 국제우편물의 통관을 위한 필수 정보예요.\n해당 국가 세관의 요청에 따라 수취인의 납세자식별번호(Chinese ID card Number)를 정확하게 기재해주세요.,International shipping to China requires a Taxpayer Identification Number (Chinese ID card number) for customs clearance.\n Please be sure to enter it correctly.,中国に発送する国際郵便の通関のための必須情報です。\n中国税関の要請に応じて、お受取人の納税者識別番号(Chinese ID card Number)を正確に記入してください。,這是發往中國的國際郵件通關的必要資訊。\n 請根據相關國家海關的要求，準確填寫收件人的納稅人識別號(Chinese ID card Number)。,这是发往中国的国际邮件通关的必要信息。\n 请根据相关国家海关的要求，准确填写收件人的纳税人识别号(Chinese ID card Number)。,Los envíos internacionales a China requieren de un número de identificación del contribuyente (número de la tarjeta de identificación china) para los trámites de aduanas.\nAsegúrate de introducirlo correctamente.,Đây là thông tin bắt buộc để thông quan bưu phẩm quốc tế gửi đến Trung Quốc.\nVui lòng ghi chính xác Mã số thuế của người nhận (Số CMND Trung Quốc) theo yêu cầu của Hải quan nước này.,,,,中国に発送する国際郵便の通関のための必須情報です。\n中国税関の要請に応じて、お受取人の納税者識別番号(Chinese ID card Number)を正確に記入してください。
S_SHO_CO_DL,[User] SHOP > 체크아웃 > 배송지,S01299,사용,일반,입력 안내,Customs information,入力案内,輸入說明,输入说明,Información aduanera,Hướng dẫn nhập liệu,입력 안내,Customs information,入力案内,輸入說明,输入说明,Información aduanera,Hướng dẫn nhập liệu,,,,入力案内
S_SHO_CO_DL,[User] SHOP > 체크아웃 > 배송지,S01300,사용,일반,"현재 등록된 주소 중, 해당 상품의 출고지를 기준으로 선택 가능한 주소가 없습니다. 새로운 주소를 등록해 주세요.",This product cannot be shipped to your saved address(es). Please add a new address.,現在登録された住所の中に、該当配送先から配送可能な住所がありません。新しい住所を登録してください。,當前登記的位址中，沒有以該商品的出庫地為基準可選擇的位址。請登記新的位址。,当前登记的地址中，没有以该商品的出库地为基准可选择的地址。请登记新的地址。,"Este producto no se puede enviar a tu(s) dirección(es) guardada(s). Por favor, agrega una nueva dirección.","Hiện tại, không có địa chỉ có sẵn để chọn làm địa điểm gửi hàng cho sản phẩm này từ các địa chỉ đã đăng ký. Vui lòng đăng ký địa chỉ mới.","현재 등록된 주소 중, 해당 상품의 출고지를 기준으로 선택 가능한 주소가 없습니다. 새로운 주소를 등록해 주세요.",This product cannot be shipped to your saved address(es). Please add a new address.,現在登録された住所の中に、該当配送先から配送可能な住所がありません。新しい住所を登録してください。,當前登記的位址中，沒有以該商品的出庫地為基準可選擇的位址。請登記新的位址。,当前登记的地址中，没有以该商品的出库地为基准可选择的地址。请登记新的地址。,"Este producto no se puede enviar a tu(s) dirección(es) guardada(s). Por favor, agrega una nueva dirección.","Hiện tại, không có địa chỉ có sẵn để chọn làm địa điểm gửi hàng cho sản phẩm này từ các địa chỉ đã đăng ký. Vui lòng đăng ký địa chỉ mới.",,,,現在登録された住所の中に、該当配送先から配送可能な住所がありません。新しい住所を登録してください。
S_SHO_CO_DL,[User] SHOP > 체크아웃 > 배송지,S01301,사용,일반,개인통관고유부호(PCCC)를 입력해주세요,Enter your Personal Customs Clearance Code (PCCC),個人通関固有番号(PCCC)を入力してください。,請輸入個人海關代碼(PCCC)。,请输入个人海关代码(PCCC)。,Introduce tu PCCC (Código Personal de Despacho de Aduanas),Vui lòng nhập Mã số thuế cá nhân (PCCC).,개인통관고유부호(PCCC)를 입력해주세요,Enter your Personal Customs Clearance Code (PCCC),個人通関固有番号(PCCC)を入力してください。,請輸入個人海關代碼(PCCC)。,请输入个人海关代码(PCCC)。,Introduce tu PCCC (Código Personal de Despacho de Aduanas),Vui lòng nhập Mã số thuế cá nhân (PCCC).,,,,個人通関固有番号(PCCC)を入力してください。
S_SHO_CO_DL,[User] SHOP > 체크아웃 > 배송지,S01302,사용,일반,주문 완료 후에는 배송지 변경이 불가능하니 입력 시 유의해주세요.,Please ensure information is correct. Changes may not be made once the order has been completed.,注文完了後のお届け先の変更はできないため、入力の際はご注意ください。,訂單完成後無法更改配送地點，輸入時請注意。,订单完成后无法更改配送地点，输入时请注意。,"Por favor, asegúrate de que la información sea correcta. No se pueden realizar cambios una vez completado el pedido.",Vui lòng lưu ý rằng bạn không thể thay đổi địa chỉ giao hàng sau khi đặt hàng.,주문 완료 후에는 배송지 변경이 불가능하니 입력 시 유의해주세요.,Please ensure information is correct. Changes may not be made once the order has been completed.,注文完了後のお届け先の変更はできないため、入力の際はご注意ください。,訂單完成後無法更改配送地點，輸入時請注意。,订单完成后无法更改配送地点，输入时请注意。,"Por favor, asegúrate de que la información sea correcta. No se pueden realizar cambios una vez completado el pedido.",Vui lòng lưu ý rằng bạn không thể thay đổi địa chỉ giao hàng sau khi đặt hàng.,,,,注文完了後のお届け先の変更はできないため、入力の際はご注意ください。
